,RIC,DTSubjectName,DBSTicker,CouponRate,MaturityDate,IssueDate,ISIN,RCSCurrencyLeaf,RCSCountryLeaf,DbTypeDescription,InstrumentTypeDescription,RCSBondGradeLeaf,MaturityStandardYield,MaturityCorpMacDuration,MaturityCorpModDuration,IsCallable,IndustrySubSectorDescription,Price,PricingTradeDate
287,NO1081537=,Eika Boligkreditt AS,EIKBO,2.67,2033-02-08,2018-02-08,NO0010815376,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.840178,6.210537,6.065348,False,Mortgage Banking,87.69,2026-04-24
288,NO1081615=,Sparebank 1 Ringerike Hadeland,RING,2.92,2028-02-15,2018-02-15,NO0010816150,Norwegian Krone,Norway,Corporate,Bond,,5.015925,1.768285,1.725407,False,Banking,96.46,2026-04-24
289,NO1081661=,Sparebank 1 Ostlandet,SPOLS,2.99,2033-02-21,2018-02-21,NO0010816614,Norwegian Krone,Norway,Corporate,Bond,,5.226566,6.183138,6.027494,False,Banking,87.43,2026-04-24
290,NO1081683=,Tine SA,TINES,3.09,2028-02-23,2018-02-23,NO0010816838,Norwegian Krone,Norway,Corporate,Bond,,5.232569,1.788862,1.743691,False,Consumer Products,96.35,2026-04-24
291,NO1082101=,EMGS,EMGS,11.1037,2030-11-09,2018-05-09,NO0010821010,US Dollar,Norway,Corporate,Bond,,,,,True,Oilfield Machinery and Services,,
292,NO1082102=,Lcn Axs Midco No AS,LCNEPN,6.5,2029-04-17,2018-04-17,NO0010821028,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Service - Other,,
293,NO1082173=,Sparebank 1 Sor-Norge ASA,SBANO,3.03,2028-04-25,2018-04-25,NO0010821739,Norwegian Krone,Norway,Corporate,Bond,,5.117204,1.96168,1.913333,False,Banking,96.14,2026-04-24
294,NO1082182=,Tjuvholmen Hotel AS,ASPRGT,4.115,2028-05-04,2018-05-04,NO0010821820,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Service - Other,,
295,NO1082198=,Nordea Eiendomskreditt AS,NDAOFI,2.6,2048-05-04,2018-05-04,NO0010821986,Norwegian Krone,Norway,Corporate,Covered Bond (Other),Investment Grade,4.798353,15.344781,14.989378,False,Mortgage Banking,70.51,2026-04-24
296,NO1082255=,Vasakronan AB (publ),VASKNV,3.27,2030-05-16,2018-05-16,NO0010822554,Norwegian Krone,Norway,Corporate,Bond,,5.287733,3.726613,3.631847,False,Home Builders,92.81,2026-04-24
297,NO1082263=,Vasakronan AB (publ),VASKNV,3.49,2033-05-16,2018-05-16,NO0010822638,Norwegian Krone,Norway,Corporate,Bond,,5.387785,6.096644,5.938776,False,Home Builders,89.104,2026-04-24
298,NO1082270=,IK Gruppen AS,IKGRN,4.54,2028-06-05,2018-06-05,NO0010822703,Norwegian Krone,Norway,Corporate,Bond,,,,,False,Home Builders,,
299,NO1082299=,Sogn og Fjordane Energi AS,SOGFJ,3.34,2028-05-23,2018-05-23,NO0010822992,Norwegian Krone,Norway,Corporate,Bond,,5.482169,1.970374,1.918513,False,Utility - Other,95.91,2026-04-24
